security code,security name,revenue,income,expenditure,profit,eps,year,quartile
501386,ZSWASTSA,2.81,2.81,-0.01,-4.83,-20.10,2007,3
501386,ZSWASTSA,3.35,3.35,-0.04,-4.86,20.25,2007,4
501386,ZSWASTSA,63.75,63.75,-0.04,13.25,55.19,2008,2
501386,ZSWASTSA,48.80,48.80,-0.08,-15.89,-66.19,2008,3
501386,ZSWASTSA,58.15,58.08,-0.07,-8.64,-36.01,2008,4
501386,ZSWASTSA,14.07,14.00,-0.07,-54.86,-22.86,2009,1
501386,ZSWASTSA,33.13,33.11,-0.03,10.56,43.99,2009,2
501386,ZSWASTSA,150.00,150.00,-0.06,109.89,457.86,2009,3
501386,ZSWASTSA,0.14,0.01,-0.14,-11.63,-48.47,2009,4
501386,ZSWASTSA,2.24,2.20,-0.05,-12.42,-54.83,2010,1
501386,ZSWASTSA,1.79,1.73,-0.06,-20.72,-86.35,2010,2
501386,ZSWASTSA,3038.62,3037.55,-1.07,2999.95,12499.79,2010,3
501386,ZSWASTSA,0.14,-0.30,-0.44,-41.04,-171.00,2010,4
501386,ZSWASTSA,6.53,-97.27,-103.80,-119.20,-501.45,2011,1
501386,ZSWASTSA,,-0.07,-0.07,-21.01,-92.97,2011,2
501386,ZSWASTSA,,-0.17,-0.17,-24.63,-10.26,2011,3
501386,ZSWASTSA,0.14,-0.28,-0.42,-19.22,-80.07,2011,4
501386,ZSWASTSA,,-0.09,-0.09,-1.28,-5.31,2012,1
501386,ZSWASTSA,,-0.13,-0.13,3.23,13.46,2012,2
501386,ZSWASTSA,0.11,0.11,-0.08,0.09,0.36,2012,3
501386,ZSWASTSA,0.05,0.05,-0.04,0.11,0.47,2012,4
501386,ZSWASTSA,,-0.10,-0.10,-0.47,-1.97,2013,1
501386,ZSWASTSA,,-0.06,-0.06,-0.06,-0.26,2013,2
501386,ZSWASTSA,,-0.01,-0.01,0.71,2.96,2013,3
501386,ZSWASTSA,,-0.02,-0.02,-0.02,-0.08,2013,4
501386,ZSWASTSA,,-0.14,-0.14,-0.15,-0.61,2014,1
501386,ZSWASTSA,,-0.15,-0.15,-0.15,-0.62,2014,2
501386,ZSWASTSA,38.59,38.59,-0.73,26.80,111.68,2014,3
501386,ZSWASTSA,47.63,47.63,-0.13,18.61,77.55,2014,4
501386,ZSWASTSA,56.68,56.68,-2.69,5.27,21.96,2015,1
501386,ZSWASTSA,93.13,93.13,-0.29,7.58,31.57,2015,2
501386,ZSWASTSA,275.04,275.04,-0.05,32.67,136.14,2015,3
501386,ZSWASTSA,117.10,117.10,-0.25,12.91,53.80,2015,4
501386,ZSWASTSA,67.78,67.78,-0.52,17.82,74.26,2016,1
501386,ZSWASTSA,9.88,9.88,-1.53,5.26,21.93,2016,2
501386,ZSWASTSA,6.22,6.22,-4.03,1.28,5.35,2016,3
501386,ZSWASTSA,5.69,5.69,-0.29,2.36,9.83,2016,4
501386,ZSWASTSA,7.36,7.36,-1.82,3.37,14.03,2017,1
501386,ZSWASTSA,3.67,3.67,-0.27,2.27,9.45,2017,2
501386,ZSWASTSA,4.51,4.51,-1.14,2.15,8.95,2017,3
501386,ZSWASTSA,4.59,4.59,-0.12,2.89,12.05,2017,4
501386,ZSWASTSA,3.67,3.73,0.00,0.27,1.12,2018,1
501386,ZSWASTSA,3.85,3.97,-1.39,1.58,6.60,2018,2
501386,ZSWASTSA,3.89,4.08,-0.01,2.18,9.08,2018,3
501386,ZSWASTSA,3.64,4.34,-1.53,2.31,9.61,2018,4
